,user_id,rec
921,1208,"[845208, 1121360, 1098284, 1106523, 5981074]"
922,1209,"[1009770, 1107839, 1029743, 986912, 1082185]"
923,1211,"[822225, 9396705, 842769, 12384953, 9333734]"
924,1213,"[893221, 885697, 1126899, 940947, 1029743]"
925,1215,"[1126899, 1070820, 1029743, 961979, 979707]"
926,1216,"[868909, 946995, 835973, 1082627, 5569230]"
927,1217,"[985893, 1004475, 839243, 859426, 1029743]"
928,1218,"[1082185, 824180, 909714, 918588, 831063]"
929,1219,"[844179, 1082185, 843464, 1029743, 842769]"
930,1221,"[1029743, 1019643, 1004906, 1126899, 979707]"
931,1222,"[837569, 1082185, 5570383, 849505, 837644]"
932,1223,"[930283, 1029743, 1106523, 986912, 1082185]"
933,1224,"[969866, 1123146, 8357613, 934639, 1103105]"
934,1225,"[5592931, 1068719, 1004906, 939636, 1082185]"
935,1226,"[1082185, 1098844, 12811532, 940947, 844179]"
936,1227,"[841220, 862070, 1098248, 1070702, 823721]"
937,1228,"[1106523, 1082185, 1137688, 1068719, 8065410]"
938,1229,"[1082185, 979707, 916122, 1115358, 848029]"
939,1231,"[1100972, 825365, 1082185, 878715, 1029743]"
940,1234,"[8090556, 1098844, 1082185, 8014645, 854496]"
941,1236,"[5569230, 965766, 8090521, 1029743, 1082185]"
942,1238,"[834826, 890610, 829323, 1029743, 970866]"
943,1239,"[852572, 1106523, 1029743, 1103105, 940947]"
944,1240,"[1082185, 822226, 979707, 1081177, 916993]"
945,1244,"[899019, 1126899, 1106523, 1029743, 1098248]"
946,1245,"[5565202, 819308, 834117, 969866, 1068719]"
947,1246,"[1082185, 5565202, 966684, 1046587, 964521]"
948,1247,"[1082185, 1098844, 1029743, 899624, 1022254]"
949,1248,"[914753, 888054, 1056492, 866755, 885290]"
950,1250,"[12731701, 1104414, 910032, 1131344, 916122]"
951,1251,"[1104414, 1131506, 1082185, 1126899, 866211]"
952,1252,"[12352201, 5568758, 1126786, 1010578, 821209]"
953,1255,"[845774, 1104414, 1131506, 1029743, 1106523]"
954,1256,"[1082185, 1085435, 979707, 1137688, 878996]"
955,1258,"[999563, 5569471, 983000, 1132771, 985889]"
956,1259,"[1082185, 1073902, 916993, 844179, 1126899]"
957,1260,"[1082185, 949257, 944938, 909714, 839243]"
958,1261,"[1082185, 5565925, 834826, 986912, 1055504]"
959,1263,"[12262778, 1082185, 1131506, 1104414, 1126899]"
960,1264,"[916990, 1134483, 6979579, 1083787, 952972]"
961,1265,"[865992, 1098844, 1106523, 1054402, 1067606]"
962,1266,"[12810391, 12757316, 12810389, 8203851, 899624]"
963,1267,"[1082185, 1098844, 1001266, 1127328, 12171656]"
964,1268,"[1082185, 852014, 1139493, 13008334, 904435]"
965,1269,"[1101589, 858439, 829722, 1100972, 827919]"
966,1270,"[1082185, 862866, 898068, 972235, 919681]"
967,1271,"[834382, 955867, 835098, 1117514, 847066]"
968,1272,"[1082185, 829950, 979707, 1070845, 916122]"
969,1273,"[1082185, 1075175, 1106523, 979707, 908064]"
970,1274,"[1082185, 870614, 923723, 891752, 936355]"
971,1277,"[859154, 1108168, 985893, 9836106, 1082185]"
972,1279,"[9837076, 1082185, 965766, 844179, 1038745]"
973,1281,"[825365, 1044078, 9833277, 1131344, 5592261]"
974,1282,"[1068719, 819308, 1044078, 871756, 899624]"
975,1284,"[1128240, 835098, 1068719, 930666, 999779]"
976,1285,"[1082185, 1098844, 5569230, 847241, 910032]"
977,1287,"[1045586, 1082185, 1097001, 943169, 1130375]"
978,1288,"[1090587, 897954, 6039859, 1081177, 870547]"
979,1289,"[1064213, 7441873, 1055155, 5569230, 1029743]"
980,1290,"[1058214, 979707, 1081177, 934639, 916122]"
981,1291,"[1082185, 1029743, 989409, 851188, 844179]"
982,1292,"[1029743, 1070820, 1106523, 1037863, 916122]"
983,1293,"[5592931, 1029743, 979707, 10344586, 1004906]"
984,1294,"[1082185, 935393, 9837076, 871680, 995358]"
985,1295,"[9487606, 1029743, 5568729, 986912, 1106523]"
986,1296,"[935578, 891961, 1041796, 1053628, 908318]"
987,1297,"[1082185, 983623, 898068, 834117, 1044259]"
988,1298,"[1101175, 931255, 865511, 8276172, 999104]"
989,1299,"[1082185, 899624, 6464165, 1090711, 979707]"
990,1300,"[1082185, 853448, 898068, 970605, 1055504]"
991,1302,"[1044078, 1082185, 1029743, 9926758, 870547]"
992,1303,"[1029743, 1134483, 8090539, 959272, 1138467]"
993,1304,"[871611, 1029743, 979707, 1106523, 1070820]"
994,1305,"[13512017, 1069538, 837644, 898068, 904129]"
995,1306,"[1104649, 1053282, 911974, 12301839, 8090556]"
996,1307,"[1082185, 1106523, 1029743, 1041796, 1126899]"
997,1312,"[12949590, 1044078, 1122358, 1106523, 1082185]"
998,1313,"[5995129, 8090521, 938300, 890610, 1029743]"
999,1314,"[1082185, 910473, 969725, 1029743, 13512542]"
1000,1316,"[1103476, 829001, 13876901, 854496, 1010185]"
1001,1317,"[843898, 1138292, 1104205, 1075786, 1029743]"
1002,1318,"[947427, 910473, 1082185, 5569230, 958233]"
1003,1319,"[7025094, 880150, 5569845, 1029743, 1126899]"
1004,1320,"[12731432, 948953, 1106523, 1082185, 907631]"
1005,1321,"[995502, 992529, 9803545, 1106523, 1127831]"
1006,1324,"[1029743, 1132771, 1082185, 896085, 851819]"
1007,1325,"[1098844, 1081177, 1044759, 1055504, 1090676]"
1008,1326,"[1029743, 1082185, 839419, 12301100, 819255]"
1009,1328,"[985893, 1082185, 842140, 1106523, 922561]"
1010,1329,"[857006, 858439, 841220, 9526628, 12757316]"
1011,1330,"[1106523, 9553042, 829852, 856252, 1082185]"
1012,1331,"[843259, 822524, 1055504, 1031316, 845208]"
1013,1332,"[986912, 13008334, 979707, 1062128, 1070820]"
1014,1333,"[1082185, 840890, 983623, 1098844, 1034886]"
1015,1334,"[9836195, 12262778, 1082185, 1029743, 10456568]"
1016,1335,"[835973, 8290421, 1010681, 878996, 1106523]"
1017,1336,"[1029743, 844179, 835098, 992529, 939636]"
1018,1337,"[1063739, 1082185, 892500, 1029743, 9527184]"
1019,1338,"[1053282, 13210025, 1050851, 899624, 1106523]"
1020,1340,"[1029743, 1126899, 1082185, 854852, 5568758]"
1021,1341,"[12695224, 1029743, 1082185, 972665, 853998]"
1022,1345,"[832442, 1029743, 5569230, 838186, 5569845]"
1023,1346,"[1122358, 12949590, 998556, 1029743, 838186]"
1024,1347,"[910473, 1138292, 998206, 1034955, 1070782]"
1025,1350,"[1058214, 1059902, 930666, 836445, 842140]"
1026,1351,"[1106523, 1029743, 1082185, 976199, 1027168]"
1027,1352,"[823099, 6553237, 979707, 958208, 839243]"
1028,1353,"[1082185, 13506200, 999858, 5568729, 1092588]"
1029,1354,"[12731701, 12648296, 898363, 1041796, 1115098]"
1030,1356,"[1102829, 1070820, 5569230, 1104414, 1029743]"
1031,1357,"[866548, 1070820, 898363, 862799, 1082185]"
1032,1358,"[1082185, 852014, 825365, 844179, 1101502]"
1033,1362,"[1018818, 1056492, 5591520, 921406, 1105488]"
1034,1364,"[1082185, 835098, 995358, 1029743, 948384]"
1035,1366,"[1082185, 922561, 6553237, 1137688, 854852]"
1036,1367,"[1082185, 1075175, 1079228, 825365, 919423]"
1037,1368,"[1082185, 1098844, 845208, 9526673, 828106]"
1038,1369,"[1082185, 824180, 823775, 819845, 13071902]"
1039,1370,"[839485, 1106523, 865992, 899624, 1104343]"
1040,1372,"[942525, 5569230, 1106523, 1082185, 919534]"
1041,1373,"[1042907, 6034857, 1106523, 1082185, 1029743]"
1042,1374,"[824180, 979707, 8273950, 1081177, 1082185]"
1043,1375,"[1070820, 1106523, 6034857, 1082185, 933637]"
1044,1376,"[1082185, 821200, 899624, 930666, 932340]"
1045,1378,"[834932, 832513, 1082185, 1097001, 981165]"
1046,1379,"[883932, 1029743, 898068, 1082185, 1137688]"
1047,1382,"[1096458, 12428436, 1106523, 966684, 1068719]"
1048,1383,"[909714, 9527184, 5568249, 12987976, 6633273]"
1049,1384,"[1100972, 1123254, 1106523, 887325, 1044724]"
1050,1385,"[892500, 941797, 938512, 1042544, 917427]"
1051,1387,"[887325, 844179, 976199, 5568732, 869047]"
1052,1388,"[5570383, 7168058, 5569792, 865705, 957164]"
1053,1389,"[1086001, 1089023, 1121694, 1082185, 5570408]"
1054,1390,"[851819, 995628, 976199, 895680, 1042616]"
1055,1391,"[1098844, 1082185, 973916, 908408, 1029743]"
1056,1392,"[1104343, 1068719, 899624, 1004906, 960791]"
1057,1393,"[1082185, 12812474, 844179, 1044759, 8181451]"
1058,1394,"[1082185, 1125601, 935646, 1011457, 1021715]"
1059,1395,"[1069312, 857006, 1082185, 934639, 9835223]"
1060,1397,"[1082185, 1068719, 899624, 1044078, 829138]"
1061,1398,"[987234, 1017887, 1072523, 1029743, 976199]"
1062,1399,"[9673830, 1082185, 919681, 829323, 6034857]"
1063,1401,"[1013531, 976199, 1029743, 1089025, 844179]"
1064,1402,"[1106523, 1082185, 912704, 1008032, 937292]"
1065,1404,"[926905, 1099164, 912817, 1029743, 895295]"
1066,1405,"[1082185, 9521679, 844179, 1086001, 835098]"
1067,1406,"[870614, 1082185, 12811532, 1037417, 826666]"
1068,1407,"[845622, 1082185, 995358, 865156, 928640]"
1069,1408,"[821200, 899624, 1029743, 986912, 1068719]"
1070,1409,"[1082185, 992529, 8090513, 1138487, 851528]"
1071,1410,"[1029743, 1122358, 1075368, 1082185, 1106523]"
1072,1412,"[1082185, 1029743, 1080989, 5570383, 8090539]"
1073,1413,"[969866, 1051323, 939636, 1082185, 1126899]"
1074,1414,"[880895, 1126899, 976199, 1029743, 965766]"
1075,1415,"[866540, 1029743, 10456568, 1082185, 986912]"
1076,1417,"[10198378, 899624, 1068719, 896613, 1108168]"
1077,1418,"[1082185, 1029743, 1008547, 956672, 1068719]"
1078,1419,"[996444, 1074040, 842264, 1058214, 1100972]"
1079,1420,"[918676, 7025094, 868683, 1123106, 1009368]"
1080,1421,"[1082185, 1029743, 844179, 1077231, 849505]"
1081,1423,"[13008334, 5981267, 895166, 1029743, 14106445]"
1082,1424,"[884686, 10180324, 1082185, 1086001, 917438]"
1083,1425,"[1075175, 8090509, 890610, 5568378, 1044078]"
1084,1426,"[8090537, 1029743, 919534, 8090521, 5568378]"
1085,1427,"[8067128, 1121360, 1001827, 1072917, 7466252]"
1086,1428,"[835098, 1053282, 1108168, 1068719, 1132178]"
1087,1429,"[1126899, 1082185, 1116050, 1097280, 1070820]"
1088,1430,"[1082185, 1029743, 1068719, 940947, 5569230]"
1089,1431,"[1021324, 998119, 934399, 832678, 1029743]"
1090,1433,"[1022254, 1082185, 1126899, 1029743, 1106523]"
1091,1434,"[820321, 1082185, 908283, 1091520, 982955]"
1092,1437,"[1021324, 7464370, 924352, 969836, 1015597]"
1093,1440,"[1080989, 1043751, 904236, 844179, 1106523]"
1094,1443,"[1082185, 906844, 1029743, 1004906, 1106523]"
1095,1445,"[1082185, 951197, 862335, 1029743, 854133]"
1096,1446,"[1004906, 937292, 1106523, 1029743, 1082185]"
1097,1447,"[1126899, 1097280, 1116050, 1070820, 1029743]"
1098,1450,"[1082185, 1126899, 1106523, 1029743, 12262778]"
1099,1451,"[1082185, 1068719, 1012922, 1044078, 936117]"
1100,1452,"[1082185, 962185, 1029743, 1008032, 1025611]"
1101,1453,"[1082185, 1029743, 835279, 840890, 979707]"
1102,1454,"[1082185, 1029743, 5569471, 1022254, 979707]"
1103,1457,"[1092885, 1092835, 1106523, 1082185, 972143]"
1104,1458,"[8019748, 12988031, 1127758, 1083787, 949784]"
1105,1459,"[844179, 985181, 974265, 5569230, 12262778]"
1106,1460,"[835973, 892314, 12384953, 1126899, 1127831]"
1107,1461,"[1104343, 1082185, 5570383, 851819, 871611]"
1108,1462,"[1082185, 1110031, 1079987, 1080853, 842140]"
1109,1463,"[835300, 858373, 986912, 8090560, 1037332]"
1110,1465,"[824180, 9655528, 6391381, 976199, 1068719]"
1111,1467,"[823775, 1132956, 5569792, 1029743, 1067695]"
1112,1470,"[1063739, 1029743, 1082185, 998119, 1068719]"
1113,1471,"[1126899, 1082185, 845208, 1070820, 1029743]"
1114,1473,"[1082185, 1098844, 823862, 12987975, 1104343]"
1115,1474,"[1106523, 979707, 9836106, 1082185, 834491]"
1116,1475,"[844179, 1082185, 890719, 916122, 843464]"
1117,1476,"[823099, 8090513, 1071342, 5570383, 845462]"
1118,1477,"[961979, 1029743, 1041796, 1106523, 10456568]"
1119,1479,"[1082185, 1029743, 1068719, 867272, 7154535]"
1120,1481,"[1029743, 844179, 1106523, 5981072, 1082185]"
1121,1483,"[1045586, 1138292, 938138, 847573, 835300]"
1122,1484,"[10204556, 1098844, 1082185, 1065061, 942778]"
1123,1485,"[863632, 953561, 971922, 1106523, 1082185]"
1124,1486,"[6533362, 9527184, 844462, 966348, 878715]"
1125,1487,"[12811532, 839243, 5569230, 951197, 940947]"
1126,1488,"[1082185, 826597, 9268695, 990256, 5568378]"
1127,1489,"[1029743, 1082185, 979707, 891516, 916122]"
1128,1490,"[1021116, 851819, 842140, 5570408, 8290421]"
1129,1491,"[1082185, 843450, 884686, 844179, 854496]"
1130,1492,"[1082185, 6904666, 1029743, 1068719, 899624]"
1131,1493,"[1040346, 1082185, 1029743, 1106523, 1126899]"
1132,1494,"[822524, 1068719, 962185, 836445, 824180]"
1133,1495,"[1082185, 969866, 1038745, 986912, 869857]"
1134,1498,"[862725, 885023, 872137, 1092303, 1004390]"
1135,1499,"[1120928, 1106091, 981288, 1082185, 14106445]"
1136,1500,"[1122358, 1106523, 1044078, 1126899, 1029743]"
1137,1501,"[1082185, 827919, 1079228, 1098844, 849505]"
1138,1502,"[1085983, 1029743, 10456568, 12695224, 1126899]"
1139,1503,"[1123106, 1082185, 1116050, 1106523, 1126899]"
1140,1505,"[13381584, 1106523, 1043920, 979707, 1082185]"
1141,1506,"[844179, 12301100, 869047, 952972, 979707]"
1142,1507,"[1110031, 923789, 5592931, 1009770, 1043751]"
1143,1508,"[834158, 5566309, 872137, 951412, 871722]"
1144,1509,"[1082185, 1029743, 1098844, 898867, 1135552]"
1145,1510,"[1101858, 1082185, 1077745, 857006, 839243]"
1146,1511,"[835619, 871756, 1068719, 5569230, 1106523]"
1147,1512,"[986912, 943169, 1126899, 899624, 12949590]"
1148,1513,"[5592931, 1015785, 916122, 1106523, 1082185]"
1149,1514,"[1082185, 891516, 924352, 995876, 1120928]"
1150,1515,"[840890, 1029743, 854852, 1044078, 1082185]"
1151,1517,"[1082185, 842769, 1053282, 995502, 844179]"
1152,1518,"[6424472, 1013389, 863447, 1126899, 1097001]"
1153,1519,"[985160, 1043751, 1056492, 924352, 1089023]"
1154,1520,"[872382, 5577022, 1033142, 1103691, 1058404]"
1155,1525,"[899624, 1068719, 985893, 845208, 1075175]"
1156,1526,"[1053282, 864335, 865026, 845208, 986912]"
1157,1527,"[938512, 1029743, 919534, 979707, 1082185]"
1158,1528,"[1082185, 844179, 1033142, 5568378, 1075175]"
1159,1529,"[12301839, 844179, 825749, 1106523, 899624]"
1160,1530,"[857006, 6548453, 936830, 13002975, 947326]"
1161,1531,"[1070820, 986912, 1126899, 1106523, 1082185]"
1162,1532,"[911609, 1106523, 1029743, 880150, 866211]"
1163,1533,"[971474, 1029743, 1082185, 870547, 1051516]"
1164,1534,"[9673830, 851146, 969941, 7410304, 916122]"
1165,1535,"[1082185, 1054262, 1106523, 940766, 944534]"
1166,1536,"[821200, 9677949, 916990, 1102003, 995628]"
1167,1537,"[1082185, 1086740, 1056492, 906830, 1029743]"
1168,1539,"[1082185, 1070820, 1126899, 1106523, 1029743]"
1169,1540,"[838186, 1068504, 8015407, 7442008, 832678]"
1170,1541,"[1082185, 931579, 916122, 1041796, 844179]"
1171,1542,"[1044724, 981660, 957232, 935993, 891961]"
1172,1543,"[819255, 936753, 1043494, 1011926, 1029743]"
1173,1544,"[12949590, 998556, 1027168, 1082185, 1022254]"
1174,1545,"[1126786, 1101502, 1106523, 880377, 6463775]"
1175,1546,"[1059902, 845622, 939636, 5570595, 842140]"
1176,1547,"[1075007, 7166865, 823862, 1044724, 9297615]"
1177,1548,"[1082185, 859154, 890719, 1134483, 1029743]"
1178,1549,"[819845, 8203851, 9575582, 1106523, 986912]"
1179,1550,"[1082185, 1106523, 12301100, 1029743, 1131344]"
1180,1552,"[1029743, 839243, 944836, 5569230, 827919]"
1181,1555,"[987734, 1126899, 1029743, 979707, 986912]"
1182,1556,"[1082185, 1068719, 896757, 1044078, 844697]"
1183,1557,"[1082185, 888586, 829001, 845208, 825731]"
1184,1558,"[1082185, 1025641, 979707, 12810422, 1120928]"
1185,1559,"[1001266, 1082990, 1075368, 854852, 1029743]"
1186,1560,"[1029743, 1082185, 1021519, 890695, 823704]"
1187,1563,"[1029743, 916122, 974265, 952972, 1024306]"
1188,1564,"[819255, 854852, 1029743, 1014948, 8090521]"
1189,1565,"[1126899, 1097280, 1116050, 1070820, 1029743]"
1190,1566,"[839485, 843450, 1082185, 12811532, 879699]"
1191,1567,"[835300, 835098, 1082185, 13002975, 825343]"
1192,1568,"[1082185, 5995312, 995876, 1106523, 1024319]"
1193,1570,"[899624, 839243, 914318, 979707, 834303]"
1194,1572,"[1019643, 967461, 7155863, 915459, 7139529]"
1195,1574,"[10198378, 13381584, 9677109, 947798, 825343]"
1196,1575,"[10457590, 1082185, 1026118, 979707, 13071902]"
1197,1576,"[6463729, 965693, 1072693, 1029743, 948650]"
1198,1577,"[835619, 849018, 843898, 823721, 8273950]"
1199,1578,"[829291, 1123254, 8090509, 1086384, 844697]"
1200,1579,"[9245106, 995502, 1029743, 999858, 1033142]"
1201,1580,"[1082185, 1079987, 979707, 965766, 1024051]"
1202,1581,"[1076199, 959179, 839656, 1071336, 1081177]"
1203,1584,"[1106523, 829950, 1134483, 865705, 1020823]"
1204,1585,"[837569, 1070782, 5569471, 1126899, 5568729]"
1205,1586,"[916122, 1082185, 1051211, 1106523, 1029743]"
1206,1587,"[1021519, 1029743, 965842, 919534, 1082185]"
1207,1588,"[1082185, 1022254, 979707, 9547021, 901062]"
1208,1590,"[1082185, 829291, 932340, 839243, 838186]"
1209,1591,"[1082185, 862866, 1068719, 916993, 896085]"
1210,1592,"[6391134, 883940, 884945, 1024032, 830503]"
1211,1593,"[986912, 1033403, 6633224, 869728, 1082185]"
1212,1594,"[901976, 1044188, 947798, 5590613, 1106523]"
1213,1595,"[1082185, 1106523, 986912, 826597, 971922]"
1214,1596,"[1108994, 1004475, 981086, 979707, 1082185]"
1215,1598,"[1082185, 1106523, 986912, 1029743, 987734]"
1216,1599,"[958067, 1068719, 904997, 1128240, 819255]"
1217,1602,"[1082185, 1104343, 1044259, 825343, 1137688]"
1218,1604,"[9526572, 5569230, 1106523, 1105301, 1082185]"
1219,1605,"[1126899, 909714, 1082185, 1029743, 849100]"
1220,1607,"[1082185, 863447, 1029743, 1051516, 986912]"
1221,1609,"[1082185, 979707, 1029743, 899624, 5569230]"
1222,1611,"[9487606, 1037840, 931255, 845774, 1126899]"
1223,1612,"[935393, 1082185, 1070820, 968072, 1029743]"
1224,1613,"[898068, 822226, 870614, 823576, 844179]"
1225,1614,"[1097280, 1116050, 1126899, 1070820, 1026118]"
1226,1618,"[1082185, 908283, 1029743, 878996, 1071342]"
1227,1619,"[1082185, 966684, 992529, 834117, 841309]"
1228,1620,"[1082185, 916122, 13381584, 899624, 1068719]"
1229,1621,"[844282, 9837076, 844179, 1082185, 1106523]"
1230,1622,"[1082185, 1053282, 8205418, 6463710, 890610]"
1231,1623,"[1101858, 1106523, 895930, 949784, 985893]"
1232,1624,"[1026118, 823990, 5569230, 986912, 1095587]"
1233,1625,"[1106523, 842140, 965766, 827667, 1042544]"
1234,1627,"[10457590, 1053282, 835098, 1068719, 1082185]"
1235,1629,"[852080, 942525, 1029743, 899624, 995916]"
1236,1630,"[1082185, 1062002, 971922, 1106523, 949142]"
1237,1631,"[1082185, 844179, 1108168, 5592931, 827999]"
1238,1632,"[1009770, 9926758, 1070820, 849100, 1126899]"
1239,1633,"[1082185, 1029743, 1098844, 9829205, 899624]"
1240,1634,"[1082185, 907631, 1029743, 845307, 887325]"
1241,1635,"[1126899, 1106523, 12695224, 1041796, 1029743]"
1242,1637,"[1053282, 827999, 986912, 951071, 948298]"
1243,1638,"[1137284, 995965, 1098248, 1106523, 1126899]"
1244,1639,"[844462, 7147145, 985893, 982469, 944486]"
1245,1640,"[1058214, 1106523, 842140, 6464086, 966684]"
1246,1642,"[1082185, 845208, 1106523, 1070820, 1055504]"
1247,1643,"[996444, 856060, 9524291, 977798, 5568729]"
1248,1644,"[6443332, 1029743, 1082185, 1126899, 1106523]"
1249,1647,"[1082185, 1126899, 1029743, 1116050, 1070820]"
1250,1648,"[1074516, 9419528, 842125, 985699, 1106523]"
1251,1649,"[1082185, 1094924, 1098844, 1058214, 1022254]"
1252,1650,"[13039088, 947326, 1097418, 944137, 854754]"
1253,1651,"[878285, 942778, 1104343, 1055504, 845208]"
1254,1653,"[1082185, 844179, 999858, 1098844, 885023]"
1255,1654,"[1011457, 1106523, 1022254, 1082185, 976199]"
1256,1656,"[6533362, 986912, 7024927, 995358, 1106523]"
1257,1657,"[1106523, 1082185, 1029743, 1044078, 1126899]"
1258,1658,"[979707, 1004906, 963727, 899624, 1106523]"
1259,1659,"[1029743, 1104343, 839485, 1082185, 922127]"
1260,1660,"[825365, 1009770, 827919, 889551, 1029743]"
1261,1661,"[6391080, 1098844, 1082185, 1003487, 857540]"
1262,1662,"[1082185, 1098844, 916575, 5577022, 1134398]"
1263,1663,"[1082185, 9553042, 1029743, 862682, 1062128]"
1264,1664,"[871756, 8090537, 8090521, 899624, 1044078]"
1265,1665,"[5568721, 1014948, 1037631, 923673, 1029743]"
1266,1666,"[1126899, 1122358, 1029743, 1082185, 1022254]"
1267,1667,"[986912, 1126899, 1029743, 1106523, 1004906]"
1268,1668,"[823099, 1082185, 1106523, 961979, 856942]"
1269,1671,"[878285, 845622, 932863, 1126899, 1019247]"
1270,1672,"[985605, 5592931, 1128240, 1044078, 1029743]"
1271,1673,"[1082185, 1029743, 883932, 1106523, 12301100]"
1272,1676,"[1026258, 1077373, 824305, 1117219, 1082185]"
1273,1677,"[1082185, 1029743, 841220, 8090509, 866211]"
1274,1678,"[1126899, 1082185, 1029743, 1106523, 883003]"
1275,1679,"[8019977, 940947, 952698, 1082212, 1038985]"
1276,1680,"[1126899, 1082185, 899624, 979707, 1029743]"
1277,1681,"[7025094, 9419443, 10344586, 9487885, 7025490]"
1278,1683,"[894447, 1062128, 837304, 922127, 9187298]"
1279,1684,"[825365, 1106523, 1029743, 1044078, 870547]"
1280,1685,"[5570882, 8293447, 1082185, 976199, 1005274]"
1281,1686,"[1106523, 986912, 953539, 995151, 1043751]"
1282,1687,"[823099, 1082185, 835098, 858439, 865456]"
1283,1689,"[858514, 1133254, 978077, 1000753, 965766]"
1284,1690,"[1082185, 899624, 1106523, 1068719, 985893]"
1285,1691,"[1082185, 10198378, 1097001, 1117514, 1106523]"
1286,1692,"[844179, 1044188, 819255, 897946, 1130858]"
1287,1693,"[1082185, 1029743, 1068719, 12352201, 1090676]"
1288,1694,"[1079987, 1082185, 985893, 1068719, 839419]"
1289,1695,"[1106523, 1082185, 1126899, 1070820, 1029743]"
1290,1697,"[1044078, 1029743, 1082185, 866211, 1041796]"
1291,1698,"[1082185, 972931, 829138, 1068719, 1123146]"
1292,1699,"[12757316, 993638, 9653714, 1106523, 1126899]"
1293,1700,"[844282, 852014, 845622, 1132911, 969866]"
1294,1702,"[844179, 827999, 1106523, 1082185, 1044078]"
1295,1703,"[829291, 1098435, 1127470, 956486, 5591103]"
1296,1704,"[6424471, 6424472, 5592931, 1082185, 1072519]"
1297,1705,"[1058214, 1131344, 5592931, 9835947, 889223]"
1298,1706,"[1029743, 1106523, 1082185, 852856, 1126899]"
1299,1707,"[1082185, 1050851, 979707, 1126899, 1029743]"
1300,1708,"[1030981, 919534, 10456568, 874972, 1136524]"
1301,1710,"[1082185, 827999, 1029743, 835098, 9859060]"
1302,1712,"[5568721, 848029, 1082185, 1106523, 1029743]"
1303,1713,"[1082185, 851188, 919681, 919423, 924531]"
1304,1715,"[10457590, 1076580, 924531, 1126899, 1130858]"
1305,1716,"[1053282, 7168058, 1132911, 12302069, 1082185]"
1306,1717,"[858439, 828106, 882489, 1000753, 1029743]"
1307,1718,"[837569, 979707, 5585701, 959272, 1029743]"
1308,1719,"[5569230, 1086119, 1128240, 896613, 845622]"
1309,1720,"[865705, 1082185, 878715, 1055425, 987044]"
1310,1721,"[1022254, 1070820, 1126899, 1026118, 1082185]"
1311,1722,"[984575, 835098, 13115914, 980823, 8293447]"
1312,1723,"[922561, 1098844, 845208, 1082185, 979707]"
1313,1724,"[1126899, 1029743, 1082185, 899624, 1106523]"
1314,1726,"[1082185, 6553237, 979707, 822049, 1135044]"
1315,1728,"[1098844, 5569303, 823775, 1029743, 1104898]"
1316,1729,"[914753, 1029743, 1082185, 1138443, 1022254]"
1317,1730,"[1040807, 1026118, 1070820, 986912, 1029743]"
1318,1731,"[1082185, 947798, 1109778, 885863, 5568378]"
1319,1732,"[1082185, 940278, 1029743, 844179, 1121360]"
1320,1733,"[843259, 1101858, 1086740, 894439, 986912]"
1321,1735,"[935393, 1108994, 1044078, 883940, 942525]"
1322,1737,"[845622, 1010185, 1082185, 916122, 901062]"
1323,1738,"[1130858, 5568729, 957063, 6463742, 925178]"
1324,1739,"[12757316, 849003, 1051323, 965766, 5568378]"
1325,1740,"[1082185, 1053282, 1130458, 860248, 1071342]"
1326,1742,"[1114653, 864335, 1128240, 846823, 1072523]"
1327,1743,"[976199, 1082185, 1106523, 1041796, 1029743]"
1328,1744,"[1106523, 836445, 1082185, 916758, 901062]"
1329,1745,"[988697, 1106271, 1082185, 1029743, 1106523]"
1330,1746,"[819255, 1118244, 1082185, 835098, 839419]"
1331,1747,"[825365, 5592931, 1070845, 1068719, 1106523]"
1332,1748,"[1106523, 913144, 9526673, 1028995, 5995129]"
1333,1749,"[9526673, 1082185, 6034857, 885290, 903350]"
1334,1751,"[1082185, 844179, 825365, 882308, 1068719]"
1335,1752,"[1106523, 832513, 1044078, 828106, 845208]"
1336,1753,"[5981072, 851287, 986912, 971922, 1067695]"
1337,1754,"[987044, 979707, 1029743, 835300, 1002787]"
1338,1755,"[7144131, 829291, 824193, 1123146, 986021]"
1339,1758,"[1082185, 1053282, 942525, 904236, 899624]"
1340,1759,"[970866, 1111986, 1068719, 5590613, 9296856]"
1341,1760,"[885697, 983584, 1038985, 1004906, 906838]"
1342,1761,"[7025204, 932340, 1130375, 5563934, 993638]"
1343,1762,"[1082185, 1029743, 1134210, 13876901, 845622]"
1344,1763,"[6548453, 1058214, 5565202, 854133, 1106523]"
1345,1764,"[1082185, 1137775, 1029743, 976199, 1024306]"
1346,1765,"[1082185, 894439, 1096635, 1070820, 1043494]"
1347,1766,"[819255, 1043920, 6443332, 1044078, 945244]"
1348,1767,"[852014, 8090546, 1073902, 8177622, 6514160]"
1349,1768,"[1090676, 6391134, 899624, 9546982, 999858]"
1350,1769,"[1082185, 12731466, 920191, 849505, 1123146]"
1351,1770,"[1082185, 835098, 1029743, 960791, 979707]"
1352,1773,"[959179, 937928, 5569471, 1056509, 9268695]"
1353,1774,"[1106523, 1104343, 1070845, 8090521, 883003]"
1354,1775,"[1082185, 1098844, 1129049, 1029743, 898068]"
1355,1776,"[1126786, 1082185, 919681, 972931, 1106523]"
1356,1777,"[1051516, 933835, 1126899, 963971, 916122]"
1357,1778,"[1082185, 1029743, 898068, 845622, 1128240]"
1358,1779,"[1082185, 844179, 13002975, 1042544, 1070820]"
